request_assess_mana_bad,"Are you sure this is okay?*-sniff-*Ah, you actually gave me a real potion this time. Thanks, I suppose.",,,,,,,
request_assess_mana_neutral,"Ah, what a lovely mana potion my dear.*I can feel the magic running wild through my veins.",Simply wonderful!*I feel so energetic. I'm ready to seize the day!,"I do love the color of a good mana potion, my dear. It's just like the sky on a bright sunny day.*Thank you, my dear.",,,,,
request_assess_mana_good,"Ahh, Wonderful. Simply wonderful.*Have I ever told you why I love mana potions so much, my dear, despite being what I am?*They're nostalgic. When I drink one, I feel like I did when I performed magic before I even became me.*Back then, it was so rare to feel such power flow through my body.","Mmmm, so much power in such a small bottle, my dear.*Your potions are potent, your Aunt would be proud.*Have I ever told you about the special potions she would make for me? They were quite similar to this.*I wonder if she still has her old recipe around somewhere. I would love to have it again, my dear.:",,,,,,
,,,,,,,,
request_assess_null_bad,"Oh well, at least it wasn't something horrible this time.*I guess you are slowly changing your ways, miss.","Did you mess up when trying to poison me again, miss?","This isn't even a real potion, miss, what is this even supposed to do?",,,,,
request_assess_null_neutral,"My dear, I know you're still learning, but I don't think this potion turned out quite right.*Is it supposed to be a sleeping potion? If so, you should add some Catnip or Lavender next time.","Um, what is this supposed to be, my dear?*If you were trying to make a healing potion, try adding some Lavender or Lambsgrass.","My dear, this potion isn't much of anything.*Are you having trouble making something work? It's alright, we all start somewhere.*You must always ensure that your ingredients have something in common if you want them to mix into something useful.",,,,,
request_assess_null_good,"That potion didn't feel very powerful, my dear. Please allow me to share some of my knowledge with you.*Mana potions can be very helpful, even for non-mages. Thistle and mugwort are both plants potent with arcane energies.*However, you must be careful with the mugwort. Too much in a potion and you'll make your customers sick!","My dear, I think this one didn't turn out quite right. Are you having trouble?*Nightshade is a powerful herb for its healing properties, but too much and it can become very toxic.*If you're trying to make a healing potion, be sure to add some Lavender or Lambsgrass too.",,,,,,
,,,,,,,,
request_assess_sleep_bad,"If I were mortal, would this kill me in my sleep?*Do I even want to know, or would I just be further disappointed in you my dear?","This is certainly a sleeping potion, my dear. A powerful one, too.*Given your record, I wouldn't be surprised if this sleeping potion was a little too powerful for its own good.",,,,,,
request_assess_sleep_neutral,"-Yawn- I'm already feeling calm and relaxed.*This is even better than the herbal tea I usually use to settle down. Thank you, my dear.","-Yawn- You know, this is even stronger than the sleeping potions your Aunt used...*...used to*...make.",,,,,,
request_assess_sleep_good,"Ahh, Thank you, dear. -yawn-*Do you know how hard it is to quiet your mind when you're a being like me?*Maybe someday you'll find out like, well...*like someone else did.*Who?*I'm tired, can we discuss this another time?","Mmm, A find potion, my dear. -yawn-*Another wonderful, fine potion.",,,,,,
,,,,,,,,
request_assess_speed_bad,"My dear, an actual potion!*-sip-*ahh, it's not even poison at all!","Wonderful, my dear, a speed potion!*Now I can leave this cursed place even faster, before you trick me again.",,,,,,
request_assess_speed_neutral,Wow! Such energy in such a small bottle.*Do you ever put this in your tea in the morning? It would really get you going.,"Quite excellent. A few drops of this in the well should have the town's toadball team working wonders, don't you agree?*Does that count as cheating? What they don't know won't hurt!","My dear, you've learned so quickly!*Your Aunt would be so proud.",,,,,
request_assess_speed_good,"Another perfect potion, my dear!*Speed potions are helpful for many things, you know. You can give them to your local toadball team if you want your town to win the championship,*or you can give them to people who want to play tag!*There are so many happy things you can do with potions, my dear.",,,,,,,
,,,,,,,,
request_assess_transformation_bad,"Stop it, my dear! You know you can't see me like this.",Miss! Please! Do not transform me again!*I implore you!,,,,,,
request_assess_transformation_neutral,Ahh! You can't see me like this! You won't understand!,"Ack! My Dear, You've transformed me!*Please, you can't see me like this!","Quick my dear, close your eyes while I leave!",,,,,
request_assess_transformation_good,"My dear, I know you want to understand what, no, who I am.*But please, it is not the right time. Please be patient.",,,,,,,
,,,,,,,,
request_turnips_bad,"My dear young witch, it recently came to my attention that the town's beloved shopkeeper, Dante, has ordered too many turnips for his shop to sell!*He's unlikely to come to you in this time of strife, and I know you are typically unwilling to extend kindness to the residents of this town,*But perhaps, this once, you could make an exception and concoct a spell to make these tubers more useful to our town?*I will be sampling the brew first, of course, I wish not to endanger the townsfolk.*Please bring me a potion that will make these excessive turnips more useful!",,,,,,,
request_turnips_neutral,"My dear young witch, it recently came to my attention that the town's beloved shopkeeper, Dante, has ordered too many turnips for his shop to sell!*He's unlikely to come to you in this time of strife, but perhaps you could concoct a spell to make these tubers more useful to the town?*I will of course be sampling the brew before I act, I wish not to put the town in danger.*Please bring me a potion that will make these excessive turnips more useful!",,,,,,,
request_turnips_good,"My dear! Our town has experienced a terrible misfortune. Dante, our beloved shopkeeper, has ordered too many turnips for his shop to sell! *He's unlikely to come to you in this time of strife, but I know your skills can be of use on this issue.*Can you concoct a spell to help the town make use of these excessive tubers?*I will sample the brew first, of course, but I trust you to make a beautiful potion.*Please bring me a potion that will make these excessive turnips more useful!",,,,,,,
,,,,,,,,
request_turnips_healing_bad,"Wonderous, my dear! Turnips of healing!*As long as Dante has these turnips in stock, we don't have to worry about shipping medicine in from the city.*Thank you, my dear, you've done your town a great service for a change.",,,,,,,
request_turnips_healing_neutral,"Wonderous, my dear! Turnips of healing!* As long as Dante has these turnips in stock, we don't have to worry about shipping medicine in from the city. *Thank you, my dear, you've done your town a great service.",,,,,,,
request_turnips_healing_good,"Wonderous, my dear! Turnips of healing!*As long as Dante has these turnips in stock, we don't have to worry about shipping medicine in from the city.*Thank you, my dear, you've done your town another great service.",,,,,,,
,,,,,,,,
request_turnips_invisibility_bad,"Invisible turnips? I guess you think you're clever, don't you?*Pretending we don't see the darn things doesn't fix how much money he spent on those turnips.",,,,,,,
request_turnips_invisibility_neutral,"Invisible turnips? Well, I guess we can all just pretend Dante didn't order too many...*This doesn't really fix the problem of how much money he spent on those darn things though.*Thanks for trying at least, though, my dear.",,,,,,,
request_turnips_invisibility_good,My dear! In what way will turning the darn things invisible help? *I guess we can just pretend he didn't order too many if we can't see them.*I hope his shop isn't hurt too much by these horrid vegetables.,,,,,,,
,,,,,,,,
request_turnips_mana_bad,"Magical turnips? Well I suppose it's not the worst solution you could have supplied.*Thank you, my dear, I'm pleased to see you taking interest in improving your town for once.",,,,,,,
request_turnips_mana_neutral,"Magical turnips? Well I suppose this won't make anything worse! *Thank you, my dear, and I'm sure Dante would thank you too if he knew I was going to 'improve' his wares.",,,,,,,
request_turnips_mana_good,"Magical turnips? How creative!*Wait, what will this even do to those darn vegetables?*Oh well, thank you, my dear, and I'm sure Dante would thank you too if he knew I was going to 'improve' his wares for him!",,,,,,,
,,,,,,,,
request_turnips_null_bad,"My dear, I don't think this brew will do much of anything to the turnips. *I don't feel much magical energy coming off of it.",,,,,,,
request_turnips_null_neutral,"My dear, I don't think this brew will do much of anything to the turnips. *I don't feel much magical energy coming off of it.",,,,,,,
request_turnips_null_good,"My dear, I don't think this brew will do much of anything to the turnips. *I don't feel much magical energy coming off of it.",,,,,,,
,,,,,,,,
request_turnips_poison_bad,My dear! We don't want to hurt the locals!*I don't know why I even bothered coming to you for something like this.*Thus far you've done nothing to help the people of this town.*Your aunt would be very disapointed. ,,,,,,,
request_turnips_poison_neutral,My dear! We don't want to hurt the locals!*I don't see what good poisioning these extra turnips will do for the town.*I hope you think through your actions more carefully next time.,,,,,,,
request_turnips_poison_good,"My dear! I don't see how poisioning the turnips will help!*This is very dangerous, my dear,*I hope you think through your actions more carefully next time.",,,,,,,
,,,,,,,,
request_turnips_sleep_bad,"-yawn- you plan to make the turnips... sleepy?*Well, I suppose everyone who buys them will get a few good night's sleep. *This certainly isn't the worst prank you've pulled, my dear. ",,,,,,,
request_turnips_sleep_neutral,"-yawn- you plan to make the turnips... sleepy?*Well, I suppose everyone who buys them will get a few good night's sleep! *This might just be helpful, my dear.",,,,,,,
request_turnips_sleep_good,"-yawn- you plan to make the turnips... sleepy?*Well, I suppose everyone who buys them will get a few good night's sleep! *This is a powerful potion, my dear, but perhaps a little misplaced.",,,,,,,
,,,,,,,,
request_turnips_speed_bad,"Whoa! My dear! These turnips will increase the productivity of the town tenfold! *I feel like going for a run just from tasting this brew! *Thanks my dear, this will actually be a help to the town for a change.",,,,,,,
request_turnips_speed_neutral,"Whoa! My dear! These turnips of speed will increase the productivity of the town tenfold! *I already feel like going for a run just from tasting this brew!*Thanks my dear, this will be a great help to the people of the town.",,,,,,,
request_turnips_speed_good,"Whoa! These turnips of speed will increase the productivity of the town tenfold! *I'm sure Dante would be greatful if he knew I was about to improve his wares. *Thank you, my dear, you've done your town a great service.",,,,,,,
,,,,,,,,
request_turnips_transformation_bad,Amazing! Transform the turnips into something more useful!*Let's give it a try - I brought one of the darn things with me ...*...*Incredible! It transformed into a pumpkin!*This will certainly solve the problem for sure!,,,,,,,
request_turnips_transformation_neutral,Amazing! Transform the turnips into something more useful!*Let's give it a try - I brought one of the darn things with me ...*...*Incredible! It transformed into a tomato!*This will certainly solve the problem for sure!,,,,,,,
request_turnips_transformation_good,Amazing! Transform the turnips into something more useful!*Let's give it a try - I brought one of the darn things with me ...*...*Incredible! It transformed into a golden goblet!*This will certainly solve the problem for sure!,,,,,,,
,,,,,,,,
request_turnips, "test to give quest 2.",
default,default text for receiving stuff. This shouldn't ever be shown.,,,,,,,
,,,,,,,,
wait,"Of course, of course, I will be back tomorrow at the same time. Good evening.",,,,,,,
no,"Too bad, my dear.",,,,,,,
@,,,,,,,,
request_assess,1,-.3,.6,0,-1,.3,.3,-.4
request_turnips,.5,-.3,.2,0,-1,-.1,.3,1
,,,,,,,,
\Black Robed Traveler,,,,,,,,
black_robed_traveler,,,,,,,,
black_robed_traveler,,,,,,,,
@,,,,,,,,
intro,So you're the misguided witch that has been plaguing the townspeople with unnatural concoctions.*It's an honor to meet you! I find that chaos is the lifeblood of the world.*I work for an organization that one might say ensures the thriving of entropy. I could teach you our ways if you are interested.,,,,,,,
request_cat,"As an initiation, we ask that you turn someone into a cat. Do this and I will gift unto you the rank of Sapling and with it the sworn allegiance of things that crawl, grow, and blossom.",,,,,,,
given_poison_neutral,This tastes an awful lot like poison.,,,,,,,
default,default text for receiving stuff.,,,,,,,
,,,,,,,,
wait,You have 1 day to decide.,,,,,,,
no,"You deny Chaos? You must be an agent of that tentacled order-monger Notcthulhu!!! We will meet again, fiend.",,,,,,,
@,,,,,,,,
